quotes,url
I'm very excited about having the Internet in my den.,https://www.brainyquote.com/authors/steve-jobs-quotes
"I think it's brought the world a lot closer together, and will continue to do that. There are downsides to everything; there are unintended consequences to everything. The most corrosive piece of technology that I've ever seen is called television - but then, again, television, at its best, is magnificent.",https://www.brainyquote.com/authors/steve-jobs-quotes
"What we want to do is make a leapfrog product that is way smarter than any mobile device has ever been, and super-easy to use. This is what iPhone is. OK? So, we're going to reinvent the phone.",https://www.brainyquote.com/authors/steve-jobs-quotes
"The manual for WordStar, the most popular word-processing program, is 400 pages thick. To write a novel, you have to read a novel - one that reads like a mystery to most people. They're not going to learn slash q-z any more than they're going to learn Morse code. That is what Macintosh is all about.",https://www.brainyquote.com/authors/steve-jobs-quotes
"I was lucky - I found what I loved to do early in life. Woz and I started Apple in my parents' garage when I was 20. We worked hard, and in 10 years, Apple had grown from just the two of us in a garage into a $2 billion company with over 4000 employees.",https://www.brainyquote.com/authors/steve-jobs-quotes
I think we're having fun. I think our customers really like our products. And we're always trying to do better.,https://www.brainyquote.com/authors/steve-jobs-quotes
"It's not about charisma and personality, it's about results and products and those very bedrock things that are why people at Apple and outside of Apple are getting more excited about the company and what Apple stands for and what its potential is to contribute to the industry.",https://www.brainyquote.com/authors/steve-jobs-quotes
"But Apple really beats to a different drummer. I used to say that Apple should be the Sony of this business, but in reality, I think Apple should be the Apple of this business.",https://www.brainyquote.com/authors/steve-jobs-quotes
"You know, my main reaction to this money thing is that it's humorous, all the attention to it, because it's hardly the most insightful or valuable thing that's happened to me.",https://www.brainyquote.com/authors/steve-jobs-quotes
"The desktop metaphor was invented because one, you were a stand-alone device, and two, you had to manage your own storage. That's a very big thing in a desktop world. And that may go away. You may not have to manage your own storage. You may not store much before too long.",https://www.brainyquote.com/authors/steve-jobs-quotes
"First was the mouse. The second was the click wheel. And now, we're going to bring multi-touch to the market. And each of these revolutionary interfaces has made possible a revolutionary product - the Mac, the iPod and now the iPhone.",https://www.brainyquote.com/authors/steve-jobs-quotes
"Well, Apple invented the PC as we know it, and then it invented the graphical user interface as we know it eight years later (with the introduction of the Mac). But then, the company had a decade in which it took a nap.",https://www.brainyquote.com/authors/steve-jobs-quotes
"Pointing is a metaphor we all know. We've done a lot of studies and tests on that, and it's much faster to do all kinds of functions, such as cutting and pasting, with a mouse, so it's not only easier to use but more efficient.",https://www.brainyquote.com/authors/steve-jobs-quotes
